date,hour,stationName,lineNm,stnCd,stnNo,trnscdSeCd,trnscdSeCdNm,trnscdUserSeCd,trnscdUserSeCdNm,rideNope,gffNope,totalNope
2026-02-25,15,뚝섬역,2호선,0210,210,2,후불카드,04,청소년,18,20,38
2026-02-25,15,뚝섬역,2호선,0210,210,2,후불카드,02,어린이,0,1,1
2026-02-25,15,뚝섬역,2호선,0210,210,2,후불카드,01,일반,619,527,1146
2026-02-25,15,뚝섬역,2호선,0210,210,1,선불카드,99,기타,1,7,8
2026-02-25,15,뚝섬역,2호선,0210,210,1,선불카드,100,우대권,247,171,418
2026-02-25,15,뚝섬역,2호선,0210,210,1,선불카드,04,청소년,51,43,94
2026-02-25,15,뚝섬역,2호선,0210,210,1,선불카드,02,어린이,13,10,23
2026-02-25,15,뚝섬역,2호선,0210,210,1,선불카드,01,일반,547,447,994
2026-02-25,14,뚝섬역,2호선,0210,210,C,1회용교통카드,43,중국어 일반,0,1,1
2026-02-25,14,뚝섬역,2호선,0210,210,C,1회용교통카드,12,어린이,3,0,3
2026-02-25,14,뚝섬역,2호선,0210,210,C,1회용교통카드,11,일반,2,3,5
2026-02-25,14,뚝섬역,2호선,0210,210,C,1회용교통카드,100,우대권,0,2,2
2026-02-25,14,뚝섬역,2호선,0210,210,B,정기권카드,01,일반,3,0,3
2026-02-25,14,뚝섬역,2호선,0210,210,2,후불카드,100,우대권,5,8,13
2026-02-25,14,뚝섬역,2호선,0210,210,2,후불카드,04,청소년,8,20,28
2026-02-25,14,뚝섬역,2호선,0210,210,2,후불카드,01,일반,504,590,1094
2026-02-25,14,뚝섬역,2호선,0210,210,1,선불카드,99,기타,6,2,8
2026-02-25,14,뚝섬역,2호선,0210,210,1,선불카드,100,우대권,182,159,341
2026-02-25,14,뚝섬역,2호선,0210,210,1,선불카드,04,청소년,34,43,77
2026-02-25,14,뚝섬역,2호선,0210,210,1,선불카드,03,중고생,1,1,2
2026-02-25,14,뚝섬역,2호선,0210,210,1,선불카드,02,어린이,17,7,24
2026-02-25,14,뚝섬역,2호선,0210,210,1,선불카드,01,일반,460,431,891
2026-02-25,13,뚝섬역,2호선,0210,210,C,1회용교통카드,43,중국어 일반,5,4,9
2026-02-25,13,뚝섬역,2호선,0210,210,C,1회용교통카드,12,어린이,1,2,3
2026-02-25,13,뚝섬역,2호선,0210,210,C,1회용교통카드,11,일반,4,1,5
2026-02-25,13,뚝섬역,2호선,0210,210,C,1회용교통카드,100,우대권,4,1,5
2026-02-25,13,뚝섬역,2호선,0210,210,B,정기권카드,01,일반,1,0,1
2026-02-25,13,뚝섬역,2호선,0210,210,2,후불카드,100,우대권,7,13,20
2026-02-25,13,뚝섬역,2호선,0210,210,2,후불카드,04,청소년,13,22,35
2026-02-25,13,뚝섬역,2호선,0210,210,2,후불카드,01,일반,427,713,1140
2026-02-25,13,뚝섬역,2호선,0210,210,1,선불카드,99,기타,1,23,24
2026-02-25,13,뚝섬역,2호선,0210,210,1,선불카드,100,우대권,164,147,311
2026-02-25,13,뚝섬역,2호선,0210,210,1,선불카드,04,청소년,15,43,58
2026-02-25,13,뚝섬역,2호선,0210,210,1,선불카드,02,어린이,8,13,21
2026-02-25,13,뚝섬역,2호선,0210,210,1,선불카드,01,일반,351,561,912
2026-02-25,12,뚝섬역,2호선,0210,210,C,1회용교통카드,46,중국어 어린이,0,1,1
2026-02-25,12,뚝섬역,2호선,0210,210,C,1회용교통카드,43,중국어 일반,1,6,7
2026-02-25,12,뚝섬역,2호선,0210,210,C,1회용교통카드,41,영어 일반,1,2,3
2026-02-25,12,뚝섬역,2호선,0210,210,C,1회용교통카드,12,어린이,2,4,6
2026-02-25,12,뚝섬역,2호선,0210,210,C,1회용교통카드,11,일반,1,3,4
2026-02-25,12,뚝섬역,2호선,0210,210,C,1회용교통카드,100,우대권,2,2,4
2026-02-25,12,뚝섬역,2호선,0210,210,2,후불카드,100,우대권,14,12,26
2026-02-25,12,뚝섬역,2호선,0210,210,2,후불카드,04,청소년,14,10,24
2026-02-25,12,뚝섬역,2호선,0210,210,2,후불카드,01,일반,331,632,963
2026-02-25,12,뚝섬역,2호선,0210,210,1,선불카드,99,기타,1,3,4
2026-02-25,12,뚝섬역,2호선,0210,210,1,선불카드,100,우대권,205,134,339
2026-02-25,12,뚝섬역,2호선,0210,210,1,선불카드,04,청소년,16,27,43
2026-02-25,12,뚝섬역,2호선,0210,210,1,선불카드,02,어린이,3,10,13
2026-02-25,12,뚝섬역,2호선,0210,210,1,선불카드,01,일반,262,462,724
2026-02-25,11,뚝섬역,2호선,0210,210,C,1회용교통카드,43,중국어 일반,0,4,4
2026-02-25,11,뚝섬역,2호선,0210,210,C,1회용교통카드,41,영어 일반,0,1,1
2026-02-25,11,뚝섬역,2호선,0210,210,C,1회용교통카드,12,어린이,1,2,3
2026-02-25,11,뚝섬역,2호선,0210,210,C,1회용교통카드,11,일반,1,2,3
2026-02-25,11,뚝섬역,2호선,0210,210,C,1회용교통카드,100,우대권,5,5,10
2026-02-25,11,뚝섬역,2호선,0210,210,2,후불카드,100,우대권,13,10,23
2026-02-25,11,뚝섬역,2호선,0210,210,2,후불카드,04,청소년,6,12,18
2026-02-25,11,뚝섬역,2호선,0210,210,2,후불카드,02,어린이,1,0,1
2026-02-25,11,뚝섬역,2호선,0210,210,2,후불카드,01,일반,264,643,907
2026-02-25,11,뚝섬역,2호선,0210,210,1,선불카드,99,기타,1,4,5
2026-02-25,11,뚝섬역,2호선,0210,210,1,선불카드,100,우대권,196,153,349
2026-02-25,11,뚝섬역,2호선,0210,210,1,선불카드,04,청소년,14,37,51
2026-02-25,11,뚝섬역,2호선,0210,210,1,선불카드,03,중고생,0,1,1
2026-02-25,11,뚝섬역,2호선,0210,210,1,선불카드,02,어린이,5,11,16
2026-02-25,11,뚝섬역,2호선,0210,210,1,선불카드,01,일반,202,493,695
2026-02-25,10,뚝섬역,2호선,0210,210,C,1회용교통카드,43,중국어 일반,7,0,7
2026-02-25,10,뚝섬역,2호선,0210,210,C,1회용교통카드,12,어린이,0,4,4
2026-02-25,10,뚝섬역,2호선,0210,210,C,1회용교통카드,11,일반,1,6,7
2026-02-25,10,뚝섬역,2호선,0210,210,C,1회용교통카드,100,우대권,0,4,4
2026-02-25,10,뚝섬역,2호선,0210,210,B,정기권카드,01,일반,1,1,2
2026-02-25,10,뚝섬역,2호선,0210,210,2,후불카드,100,우대권,9,13,22
2026-02-25,10,뚝섬역,2호선,0210,210,2,후불카드,04,청소년,6,9,15
2026-02-25,10,뚝섬역,2호선,0210,210,2,후불카드,01,일반,198,945,1143
2026-02-25,10,뚝섬역,2호선,0210,210,1,선불카드,99,기타,8,7,15
2026-02-25,10,뚝섬역,2호선,0210,210,1,선불카드,100,우대권,169,164,333
2026-02-25,10,뚝섬역,2호선,0210,210,1,선불카드,04,청소년,6,23,29
2026-02-25,10,뚝섬역,2호선,0210,210,1,선불카드,02,어린이,2,12,14
2026-02-25,10,뚝섬역,2호선,0210,210,1,선불카드,01,일반,203,793,996
2026-02-25,09,뚝섬역,2호선,0210,210,C,1회용교통카드,42,일어 일반,2,0,2
2026-02-25,09,뚝섬역,2호선,0210,210,C,1회용교통카드,11,일반,0,2,2
2026-02-25,09,뚝섬역,2호선,0210,210,C,1회용교통카드,100,우대권,1,2,3
2026-02-25,09,뚝섬역,2호선,0210,210,B,정기권카드,01,일반,1,5,6
2026-02-25,09,뚝섬역,2호선,0210,210,2,후불카드,100,우대권,9,10,19
2026-02-25,09,뚝섬역,2호선,0210,210,2,후불카드,04,청소년,2,2,4
2026-02-25,09,뚝섬역,2호선,0210,210,2,후불카드,01,일반,314,2314,2628
2026-02-25,09,뚝섬역,2호선,0210,210,1,선불카드,99,기타,9,7,16
2026-02-25,09,뚝섬역,2호선,0210,210,1,선불카드,100,우대권,131,193,324
2026-02-25,09,뚝섬역,2호선,0210,210,1,선불카드,04,청소년,9,12,21
2026-02-25,09,뚝섬역,2호선,0210,210,1,선불카드,02,어린이,2,1,3
2026-02-25,09,뚝섬역,2호선,0210,210,1,선불카드,01,일반,263,2025,2288
2026-02-25,08,뚝섬역,2호선,0210,210,C,1회용교통카드,42,일어 일반,2,2,4
2026-02-25,08,뚝섬역,2호선,0210,210,C,1회용교통카드,11,일반,0,1,1
2026-02-25,08,뚝섬역,2호선,0210,210,C,1회용교통카드,100,우대권,4,2,6
2026-02-25,08,뚝섬역,2호선,0210,210,B,정기권카드,01,일반,2,2,4
2026-02-25,08,뚝섬역,2호선,0210,210,2,후불카드,100,우대권,7,24,31
2026-02-25,08,뚝섬역,2호선,0210,210,2,후불카드,04,청소년,4,4,8
2026-02-25,08,뚝섬역,2호선,0210,210,2,후불카드,01,일반,518,3536,4054
2026-02-25,08,뚝섬역,2호선,0210,210,1,선불카드,99,기타,6,8,14
2026-02-25,08,뚝섬역,2호선,0210,210,1,선불카드,100,우대권,133,264,397
2026-02-25,08,뚝섬역,2호선,0210,210,1,선불카드,04,청소년,3,12,15
2026-02-25,08,뚝섬역,2호선,0210,210,1,선불카드,02,어린이,1,4,5
2026-02-25,08,뚝섬역,2호선,0210,210,1,선불카드,01,일반,538,3088,3626
2026-02-25,07,뚝섬역,2호선,0210,210,C,1회용교통카드,100,우대권,1,3,4
2026-02-25,07,뚝섬역,2호선,0210,210,B,정기권카드,01,일반,3,5,8
2026-02-25,07,뚝섬역,2호선,0210,210,2,후불카드,100,우대권,7,17,24
2026-02-25,07,뚝섬역,2호선,0210,210,2,후불카드,04,청소년,5,0,5
2026-02-25,07,뚝섬역,2호선,0210,210,2,후불카드,01,일반,369,904,1273
2026-02-25,07,뚝섬역,2호선,0210,210,1,선불카드,99,기타,21,3,24
2026-02-25,07,뚝섬역,2호선,0210,210,1,선불카드,100,우대권,95,162,257
2026-02-25,07,뚝섬역,2호선,0210,210,1,선불카드,04,청소년,7,1,8
2026-02-25,07,뚝섬역,2호선,0210,210,1,선불카드,02,어린이,2,0,2
2026-02-25,07,뚝섬역,2호선,0210,210,1,선불카드,01,일반,384,803,1187
2026-02-25,06,뚝섬역,2호선,0210,210,C,1회용교통카드,100,우대권,1,0,1
2026-02-25,06,뚝섬역,2호선,0210,210,B,정기권카드,01,일반,1,1,2
2026-02-25,06,뚝섬역,2호선,0210,210,2,후불카드,100,우대권,6,7,13
2026-02-25,06,뚝섬역,2호선,0210,210,2,후불카드,04,청소년,1,1,2
2026-02-25,06,뚝섬역,2호선,0210,210,2,후불카드,01,일반,122,185,307
2026-02-25,06,뚝섬역,2호선,0210,210,1,선불카드,99,기타,0,18,18
2026-02-25,06,뚝섬역,2호선,0210,210,1,선불카드,100,우대권,109,163,272
2026-02-25,06,뚝섬역,2호선,0210,210,1,선불카드,04,청소년,7,0,7
2026-02-25,06,뚝섬역,2호선,0210,210,1,선불카드,02,어린이,0,1,1
2026-02-25,06,뚝섬역,2호선,0210,210,1,선불카드,01,일반,115,189,304
2026-02-25,05,뚝섬역,2호선,0210,210,B,정기권카드,01,일반,1,0,1
2026-02-25,05,뚝섬역,2호선,0210,210,2,후불카드,100,우대권,1,3,4
2026-02-25,05,뚝섬역,2호선,0210,210,2,후불카드,01,일반,47,17,64
2026-02-25,05,뚝섬역,2호선,0210,210,1,선불카드,100,우대권,34,60,94
2026-02-25,05,뚝섬역,2호선,0210,210,1,선불카드,04,청소년,0,2,2
2026-02-25,05,뚝섬역,2호선,0210,210,1,선불카드,01,일반,48,17,65
2026-02-25,04,뚝섬역,2호선,0210,210,C,1회용교통카드,46,중국어 어린이,0,0,0
2026-02-25,04,뚝섬역,2호선,0210,210,C,1회용교통카드,43,중국어 일반,0,0,0
2026-02-25,04,뚝섬역,2호선,0210,210,C,1회용교통카드,42,일어 일반,0,0,0
2026-02-25,04,뚝섬역,2호선,0210,210,C,1회용교통카드,41,영어 일반,0,0,0
2026-02-25,04,뚝섬역,2호선,0210,210,C,1회용교통카드,12,어린이,0,0,0
2026-02-25,04,뚝섬역,2호선,0210,210,C,1회용교통카드,11,일반,0,0,0
2026-02-25,04,뚝섬역,2호선,0210,210,C,1회용교통카드,100,우대권,0,0,0
2026-02-25,04,뚝섬역,2호선,0210,210,B,정기권카드,01,일반,0,0,0
2026-02-25,04,뚝섬역,2호선,0210,210,2,후불카드,100,우대권,0,0,0
2026-02-25,04,뚝섬역,2호선,0210,210,2,후불카드,04,청소년,0,0,0
2026-02-25,04,뚝섬역,2호선,0210,210,2,후불카드,01,일반,0,0,0
2026-02-25,04,뚝섬역,2호선,0210,210,1,선불카드,99,기타,0,0,0
2026-02-25,04,뚝섬역,2호선,0210,210,1,선불카드,100,우대권,0,0,0
2026-02-25,04,뚝섬역,2호선,0210,210,1,선불카드,04,청소년,0,0,0
2026-02-25,04,뚝섬역,2호선,0210,210,1,선불카드,02,어린이,0,0,0
2026-02-25,04,뚝섬역,2호선,0210,210,1,선불카드,01,일반,0,0,0
2026-02-25,01,뚝섬역,2호선,0210,210,2,후불카드,01,일반,0,1,1
2026-02-25,01,뚝섬역,2호선,0210,210,1,선불카드,01,일반,0,2,2
2026-02-25,00,뚝섬역,2호선,0210,210,C,1회용교통카드,100,우대권,0,1,1
2026-02-25,00,뚝섬역,2호선,0210,210,2,후불카드,04,청소년,1,2,3
2026-02-25,00,뚝섬역,2호선,0210,210,2,후불카드,01,일반,34,56,90
2026-02-25,00,뚝섬역,2호선,0210,210,1,선불카드,99,기타,3,2,5
2026-02-25,00,뚝섬역,2호선,0210,210,1,선불카드,100,우대권,1,3,4
2026-02-25,00,뚝섬역,2호선,0210,210,1,선불카드,04,청소년,3,3,6
2026-02-25,00,뚝섬역,2호선,0210,210,1,선불카드,01,일반,36,58,94
2026-02-25,23,건대입구역,2호선,0212,212,C,1회용교통카드,41,영어 일반,1,0,1
2026-02-25,23,건대입구역,2호선,0212,212,C,1회용교통카드,11,일반,3,1,4
2026-02-25,23,건대입구역,2호선,0212,212,C,1회용교통카드,100,우대권,0,1,1
2026-02-25,23,건대입구역,2호선,0212,212,B,정기권카드,01,일반,0,3,3
2026-02-25,23,건대입구역,2호선,0212,212,2,후불카드,100,우대권,0,1,1
2026-02-25,23,건대입구역,2호선,0212,212,2,후불카드,04,청소년,37,11,48
2026-02-25,23,건대입구역,2호선,0212,212,2,후불카드,01,일반,849,499,1348
2026-02-25,23,건대입구역,2호선,0212,212,1,선불카드,99,기타,3,0,3
2026-02-25,23,건대입구역,2호선,0212,212,1,선불카드,100,우대권,16,17,33
2026-02-25,23,건대입구역,2호선,0212,212,1,선불카드,04,청소년,48,14,62
2026-02-25,23,건대입구역,2호선,0212,212,1,선불카드,01,일반,522,523,1045
2026-02-25,22,건대입구역,2호선,0212,212,C,1회용교통카드,11,일반,4,5,9
2026-02-25,22,건대입구역,2호선,0212,212,C,1회용교통카드,100,우대권,1,0,1
2026-02-25,22,건대입구역,2호선,0212,212,B,정기권카드,01,일반,2,9,11
2026-02-25,22,건대입구역,2호선,0212,212,2,후불카드,100,우대권,5,9,14
2026-02-25,22,건대입구역,2호선,0212,212,2,후불카드,04,청소년,54,16,70
2026-02-25,22,건대입구역,2호선,0212,212,2,후불카드,01,일반,1391,906,2297
2026-02-25,22,건대입구역,2호선,0212,212,1,선불카드,99,기타,6,8,14
2026-02-25,22,건대입구역,2호선,0212,212,1,선불카드,100,우대권,43,47,90
2026-02-25,22,건대입구역,2호선,0212,212,1,선불카드,04,청소년,100,36,136
2026-02-25,22,건대입구역,2호선,0212,212,1,선불카드,02,어린이,4,1,5
2026-02-25,22,건대입구역,2호선,0212,212,1,선불카드,01,일반,945,902,1847
2026-02-25,21,건대입구역,2호선,0212,212,C,1회용교통카드,46,중국어 어린이,0,1,1
2026-02-25,21,건대입구역,2호선,0212,212,C,1회용교통카드,43,중국어 일반,1,8,9
2026-02-25,21,건대입구역,2호선,0212,212,C,1회용교통카드,42,일어 일반,1,0,1
2026-02-25,21,건대입구역,2호선,0212,212,C,1회용교통카드,41,영어 일반,1,1,2
2026-02-25,21,건대입구역,2호선,0212,212,C,1회용교통카드,12,어린이,4,0,4
2026-02-25,21,건대입구역,2호선,0212,212,C,1회용교통카드,11,일반,5,8,13
2026-02-25,21,건대입구역,2호선,0212,212,C,1회용교통카드,100,우대권,3,1,4
2026-02-25,21,건대입구역,2호선,0212,212,B,정기권카드,01,일반,6,6,12
2026-02-25,21,건대입구역,2호선,0212,212,2,후불카드,100,우대권,12,2,14
2026-02-25,21,건대입구역,2호선,0212,212,2,후불카드,04,청소년,54,17,71
2026-02-25,21,건대입구역,2호선,0212,212,2,후불카드,01,일반,1375,941,2316
2026-02-25,21,건대입구역,2호선,0212,212,1,선불카드,99,기타,9,4,13
2026-02-25,21,건대입구역,2호선,0212,212,1,선불카드,100,우대권,86,86,172
2026-02-25,21,건대입구역,2호선,0212,212,1,선불카드,04,청소년,104,43,147
2026-02-25,21,건대입구역,2호선,0212,212,1,선불카드,02,어린이,2,4,6
2026-02-25,21,건대입구역,2호선,0212,212,1,선불카드,01,일반,988,994,1982
2026-02-25,20,건대입구역,2호선,0212,212,C,1회용교통카드,43,중국어 일반,0,0,0
2026-02-25,20,건대입구역,2호선,0212,212,C,1회용교통카드,42,일어 일반,0,3,3
2026-02-25,20,건대입구역,2호선,0212,212,C,1회용교통카드,12,어린이,1,1,2
2026-02-25,20,건대입구역,2호선,0212,212,C,1회용교통카드,11,일반,2,5,7
2026-02-25,20,건대입구역,2호선,0212,212,C,1회용교통카드,100,우대권,4,3,7
2026-02-25,20,건대입구역,2호선,0212,212,B,정기권카드,01,일반,1,7,8
2026-02-25,20,건대입구역,2호선,0212,212,2,후불카드,100,우대권,6,7,13
2026-02-25,20,건대입구역,2호선,0212,212,2,후불카드,04,청소년,51,32,83
2026-02-25,20,건대입구역,2호선,0212,212,2,후불카드,01,일반,1396,1197,2593
2026-02-25,20,건대입구역,2호선,0212,212,1,선불카드,99,기타,7,3,10
2026-02-25,20,건대입구역,2호선,0212,212,1,선불카드,100,우대권,125,101,226
2026-02-25,20,건대입구역,2호선,0212,212,1,선불카드,04,청소년,109,38,147
2026-02-25,20,건대입구역,2호선,0212,212,1,선불카드,02,어린이,4,2,6
2026-02-25,20,건대입구역,2호선,0212,212,1,선불카드,01,일반,1035,1076,2111
2026-02-25,19,건대입구역,2호선,0212,212,C,1회용교통카드,45,일어 어린이,1,0,1
2026-02-25,19,건대입구역,2호선,0212,212,C,1회용교통카드,43,중국어 일반,2,0,2
2026-02-25,19,건대입구역,2호선,0212,212,C,1회용교통카드,42,일어 일반,0,0,0
2026-02-25,19,건대입구역,2호선,0212,212,C,1회용교통카드,41,영어 일반,0,1,1
2026-02-25,19,건대입구역,2호선,0212,212,C,1회용교통카드,12,어린이,2,3,5
2026-02-25,19,건대입구역,2호선,0212,212,C,1회용교통카드,11,일반,4,7,11
2026-02-25,19,건대입구역,2호선,0212,212,C,1회용교통카드,100,우대권,3,7,10
2026-02-25,19,건대입구역,2호선,0212,212,B,정기권카드,01,일반,2,6,8
2026-02-25,19,건대입구역,2호선,0212,212,2,후불카드,100,우대권,10,11,21
2026-02-25,19,건대입구역,2호선,0212,212,2,후불카드,04,청소년,28,40,68
2026-02-25,19,건대입구역,2호선,0212,212,2,후불카드,02,어린이,0,1,1
2026-02-25,19,건대입구역,2호선,0212,212,2,후불카드,01,일반,1223,2071,3294
2026-02-25,19,건대입구역,2호선,0212,212,1,선불카드,99,기타,7,5,12
2026-02-25,19,건대입구역,2호선,0212,212,1,선불카드,100,우대권,153,157,310
2026-02-25,19,건대입구역,2호선,0212,212,1,선불카드,04,청소년,92,78,170
2026-02-25,19,건대입구역,2호선,0212,212,1,선불카드,02,어린이,5,5,10
2026-02-25,19,건대입구역,2호선,0212,212,1,선불카드,01,일반,938,1726,2664
2026-02-25,18,건대입구역,2호선,0212,212,C,1회용교통카드,46,중국어 어린이,0,1,1
2026-02-25,18,건대입구역,2호선,0212,212,C,1회용교통카드,43,중국어 일반,1,1,2
2026-02-25,18,건대입구역,2호선,0212,212,C,1회용교통카드,12,어린이,2,2,4
2026-02-25,18,건대입구역,2호선,0212,212,C,1회용교통카드,11,일반,4,14,18
2026-02-25,18,건대입구역,2호선,0212,212,C,1회용교통카드,100,우대권,9,8,17
2026-02-25,18,건대입구역,2호선,0212,212,B,정기권카드,01,일반,2,4,6
2026-02-25,18,건대입구역,2호선,0212,212,2,후불카드,100,우대권,14,15,29
2026-02-25,18,건대입구역,2호선,0212,212,2,후불카드,04,청소년,42,71,113
2026-02-25,18,건대입구역,2호선,0212,212,2,후불카드,02,어린이,0,1,1
2026-02-25,18,건대입구역,2호선,0212,212,2,후불카드,01,일반,1665,3013,4678
